,WT_a,WT_b,null_a,null_b,R61K_a,R61K_b,R61H_a,R61H_b,F71Y_a,F71Y_b,Start,End,Strand,Reference,Locus,Gene,Product,Note
BSU18440_gltD,1692,2486,5511,8866,2010,2387,4057,5467,1862,2103,2008572,2010053,-,chr,BSU18440,gltD,glutamate synthase subunit beta,"glutamate synthase is composed of subunits alpha and beta; beta subunit is a flavin adenine dinucleotide-NADPH dependent oxidoreductase; provides electrons to the alpha subunit, which binds L-glutamine and 2-oxoglutarate and forms L-glutamate"
BSU18450_gltA,4552,6957,14920,22814,5313,6250,10996,13960,4878,4717,2010070,2014632,-,chr,BSU18450,gltA,glutamate synthase large subunit,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 14570271, 39113, 6769440, 6774712, 7559359; Product type e: enzyme"
BSU18460_gltC,561,738,570,781,486,681,456,836,627,657,2014779,2015681,+,chr,BSU18460,gltC,LysR family transcriptional regulator,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15150225, 17134717, 2548995; Product type r: regulator"
BSU18470_proJ,340,403,341,427,313,416,286,405,327,330,2015733,2016848,-,chr,BSU18470,proJ,gamma-glutamyl kinase,catalyzes the formation of glutamate 5-phosphate from glutamate in proline biosynthesis
BSU18480_proH,319,557,373,630,280,589,275,607,483,475,2016845,2017738,-,chr,BSU18480,proH,pyrroline-5-carboxylate reductase,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11418582; Product type e: enzyme
BSU18490_rtp,102,224,118,220,82,215,74,261,212,256,2017886,2018254,-,chr,BSU18490,rtp,replication terminator protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11313334, 15657033, 16822523, 17376071, 17521668; Product type f: factor"
BSU18500_fabG,2846,4079,2066,2998,2362,4279,2448,3685,3993,3951,2018554,2019270,-,chr,BSU18500,fabG,3-ketoacyl-ACP reductase,Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis
BSU18510_yoxC,15,11,19,33,9,33,22,37,20,61,2019421,2019726,+,chr,BSU18510,yoxC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18520_yoxB,11,9,17,14,23,10,22,13,7,14,2019797,2020567,+,chr,BSU18520,yoxB,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18530_yoaA,50,49,74,88,48,65,39,92,54,34,2020611,2021144,+,chr,BSU18530,yoaA,N-acetyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10482513; Product type pe :  enzyme"
BSU18540_yoaB,101,69,442,428,214,151,305,370,107,142,2021223,2022467,-,chr,BSU18540,yoaB,negatively charged metabolite transporter,"Evidence 2b: Function of strongly homologous gene; PubMedId: 12193636, 15849754, 16513748, 16850406; Product type t: transporter"
BSU18550_yoaC,70,79,363,520,157,245,278,426,140,216,2022561,2024024,-,chr,BSU18550,yoaC,hydroxylated metabolite kinase,"Evidence 2b: Function of strongly homologous gene; PubMedId: 12193636, 1660563, 10094622; Product type e: enzyme"
BSU18560_yoaD,59,66,244,365,94,154,173,336,125,141,2024042,2025076,-,chr,BSU18560,yoaD,2-hydroxyacid dehydrogenase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 11390694, 12193636, 10094622; Product type pe:  enzyme"
BSU18570_yoaE,1578,1755,3814,4293,2148,2992,2733,4403,2466,2732,2025400,2027442,+,chr,BSU18570,yoaE,molybdopterin cofactor oxido-reductase,"Evidence 2b: Function of strongly homologous gene; PubMedId: 17114254, 2170332; Product type e : enzyme"
BSU18580_yoaF,653,605,667,755,509,653,586,954,711,728,2027509,2027802,+,chr,BSU18580,yoaF,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18590_yoaG,379,449,212,297,230,418,185,301,299,403,2028175,2028579,-,chr,BSU18590,yoaG,permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU18600_yozQ,14,27,17,34,22,55,21,40,26,27,2029020,2029313,+,chr,BSU18600,yozQ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18610_yoaH,67,62,85,66,100,93,67,76,70,66,2029429,2031114,-,chr,BSU18610,yoaH,methyl-accepting chemotaxis protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15033535; Product type pf :  factor"
BSU18620_yoaI,63,117,91,156,73,134,53,120,80,110,2031439,2032890,+,chr,BSU18620,yoaI,4-hydroxyphenylacetate-3-hydroxylase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU18630_exlX,204,152,70,79,74,101,65,104,88,132,2032927,2033625,-,chr,BSU18630,exlX,extracellular endoglucanase precursor (expansin),"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12354229, 18971341; Product type e: enzyme"
BSU18640_yoaK,197,186,84,102,112,145,86,101,101,116,2033895,2034572,-,chr,BSU18640,yoaK,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU18650_pelB,299,299,128,176,171,241,136,237,208,230,2034745,2035782,+,chr,BSU18650,pelB,pectin lyase,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 1731776, 2018526, 2185758, 7764549; Product type e: enzyme"
BSU18660_yoaM,87,116,81,136,72,125,77,149,102,108,2036039,2036722,+,chr,BSU18660,yoaM,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18669_yozS,72,105,49,113,57,142,43,101,110,96,2037063,2037368,-,chr,BSU18669,yozS,permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm:  membrane component"
BSU18670_yoaN,25,8,25,13,21,8,23,18,11,20,2037601,2038779,-,chr,BSU18670,yoaN,oxalate decarboxylase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11546787, 14697267, 15628860; Product type e: enzyme"
BSU18680_yoaO,13,21,9,24,10,50,5,29,30,30,2038902,2039390,-,chr,BSU18680,yoaO,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18690_yoaP,18,21,21,21,12,21,6,22,13,21,2039610,2040365,-,chr,BSU18690,yoaP,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18700_yoaQ,10,21,11,20,7,18,9,22,26,25,2040673,2041029,+,chr,BSU18700,yoaQ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18709_yozT,10,9,4,2,4,7,3,6,9,15,2040988,2041227,-,chr,BSU18709,yozT,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18710_yozF,22,26,28,26,23,47,28,29,28,28,2041330,2041827,-,chr,BSU18710,yozF,lipoprotein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type lp: lipoprotein"
BSU18720_yoaR,69,51,63,52,68,69,56,66,48,63,2041928,2042839,-,chr,BSU18720,yoaR,factor for cell wall maintenance or synthesis,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 8631706; Product type pf :  factor"
BSU18730_yoaS,85,112,78,120,74,128,61,99,92,104,2043186,2043668,+,chr,BSU18730,yoaS,hypothetical protein,"Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 15849754, 16850406"
BSU18740_yozG,67,119,46,118,56,109,41,133,110,122,2043678,2043932,+,chr,BSU18740,yozG,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
BSU18750_yoaT,178,121,150,89,161,128,134,150,116,107,2044038,2044832,+,chr,BSU18750,yoaT,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU18760_yoaU,83,91,81,92,80,124,70,87,81,109,2044956,2045828,-,chr,BSU18760,yoaU,LysR family transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
BSU18770_cyeA,60,74,68,72,65,54,48,55,61,56,2045929,2046807,+,chr,BSU18770,cyeA,cysteine and O-acetyl serine efflux permease,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 10844694, 15849754, 16850406; Product type t : transporter"
BSU18780_yoaW,69,161,78,160,89,216,56,179,183,203,2046980,2047411,-,chr,BSU18780,yoaW,biofilm forming exported protein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15101989; Product type ph: phenotype
BSU18790_yoaZ,73,89,70,106,78,118,69,128,81,100,2047675,2048307,-,chr,BSU18790,yoaZ,factor of the oxidative stress response,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 16181642; Product type pf :  factor"
BSU18800_penP,1522,1619,1840,2106,1437,1886,1485,2059,1551,1581,2048533,2049453,+,chr,BSU18800,penP,beta-lactamase,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 16944130, 7789815; Product type e: enzyme"
BSU18810_yobA,21,39,26,41,35,60,22,58,39,50,2049950,2050312,-,chr,BSU18810,yobA,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18819_yozU,9,19,9,20,7,17,5,30,10,23,2050373,2050585,-,chr,BSU18819,yozU,,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18820_yobB,25,21,29,42,25,34,23,41,15,36,2050689,2050952,+,chr,BSU18820,yobB,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10376821; Product type h : extrachromosomal origin"
BSU18830_pps,574,741,550,723,592,834,476,888,641,777,2051329,2053929,-,chr,BSU18830,pps,phosphoenolpyruvate synthase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU18840_xynA,1681,2203,1155,1564,1331,2276,1226,1964,2041,1942,2054599,2055240,-,chr,BSU18840,xynA,"endo-1,4-beta-xylanase","Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16517552, 8628241; Product type e: enzyme"
BSU18849_yozV,140,185,82,148,103,217,87,215,208,245,2055868,2056107,-,chr,BSU18849,yozV,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18850_yobD,73,240,88,236,64,270,71,214,194,218,2056278,2056616,+,chr,BSU18850,yobD,XRE family transcriptional regulator,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 10376821; Product type h: extrachromosomal origin
BSU18860_yozH,106,149,90,197,90,202,97,196,155,173,2056650,2057006,-,chr,BSU18860,yozH,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18870_yozI,153,307,170,290,131,371,135,353,247,257,2057214,2057579,+,chr,BSU18870,yozI,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18880_yobE,581,836,769,1158,609,1002,664,1113,838,834,2057801,2058460,+,chr,BSU18880,yobE,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18890_yobF,523,1414,648,1696,451,1556,552,1533,1075,1215,2058715,2059638,-,chr,BSU18890,yobF,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU18898_yozW,13,16,11,25,17,16,11,19,20,21,2059691,2059864,-,chr,BSU18898,yozW,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18899_yozX,5,11,4,18,9,21,6,8,9,15,2060009,2060233,+,chr,BSU18899,yozX,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18900_yozJ,15,30,14,28,9,54,9,45,29,36,2060237,2060692,-,chr,BSU18900,yozJ,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18908_yozY,163,166,172,205,141,180,124,188,127,107,2060817,2061077,+,chr,BSU18908,yozY,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18909_yozZ,2,1,2,9,6,9,4,5,0,3,2061855,2061995,+,chr,BSU18909,yozZ,,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18910_rapK,586,1278,836,2711,538,2042,598,2325,1500,1479,2062150,2063265,+,chr,BSU18910,rapK,response regulator aspartate phosphatase,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16816200; Product type e: enzyme
BSU18920_phrK,15,13,31,18,24,20,24,28,19,28,2063262,2063384,+,chr,BSU18920,phrK,secreted regulator of the activity of phosphatase RapK,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11587781, 16816200; Product type r: regulator"
BSU18930_yobH,19,13,26,10,21,17,23,12,19,10,2063510,2064163,-,chr,BSU18930,yobH,DNA repair protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU18940_yozK,3,7,1,3,3,12,2,6,7,2,2064200,2064547,-,chr,BSU18940,yozK,DNA repair protein fragment,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 12137951; Product type h : extrachromosomal origin"
BSU18950_yozL,1,4,1,0,2,12,1,3,5,2,2064540,2064833,-,chr,BSU18950,yozL,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 12137951
BSU18960_yozM,16,35,10,37,13,36,8,27,24,24,2065042,2065377,+,chr,BSU18960,yozM,bacteriophage protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18970_yobI,1564,4714,1207,4235,1278,4208,1051,4110,3194,4205,2065424,2069029,-,chr,BSU18970,yobI,NTPase with transmembrane helices,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15128444; Product type pe :  enzyme"
BSU18979_yoyA,24,40,12,45,20,61,19,33,32,55,2069262,2069561,-,chr,BSU18979,yoyA,,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU18980_yobJ,998,4769,623,3322,644,3693,514,3088,2851,3195,2070244,2071086,-,chr,BSU18980,yobJ,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU18990_yobK,148,272,115,217,95,244,93,262,208,255,2071286,2071744,-,chr,BSU18990,yobK,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU19000_yobL,527,1008,385,812,333,934,368,939,878,875,2071754,2073556,-,chr,BSU19000,yobL,phage DNA manipulating enzyme,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU19010_yobM,104,323,103,299,75,318,67,289,236,268,2073658,2074221,-,chr,BSU19010,yobM,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU19020_yobN,123,107,100,84,94,127,86,100,102,88,2074439,2075779,+,chr,BSU19020,yobN,amine oxidase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19030_yobO,164,172,255,227,176,200,190,200,181,164,2076206,2078626,+,chr,BSU19030,yobO,phage-related pre-neck appendage protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU19040_csaA,104,88,399,489,237,428,306,618,333,272,2079214,2079546,-,chr,BSU19040,csaA,molecular chaperone,"Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 10658654, 10816431, 13129613, 15856219, 17372352; Product type f: factor"
BSU19050_yobQ,222,275,791,983,512,690,620,1057,529,567,2079611,2080336,-,chr,BSU19050,yobQ,AraC family transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10704478; Product type pr : regulator"
BSU19060_yobR,209,313,855,1209,552,964,666,1349,686,784,2080351,2081094,-,chr,BSU19060,yobR,acetyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 12793527; Product type pe :  enzyme"
BSU19070_yobS,97,126,70,117,84,127,69,138,114,129,2081172,2081747,-,chr,BSU19070,yobS,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
BSU19080_yobT,174,165,157,142,101,155,96,209,128,146,2081753,2082454,-,chr,BSU19080,yobT,metal-dependent hydrolase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19090_yobU,7,24,26,29,12,31,12,32,33,18,2082531,2083013,-,chr,BSU19090,yobU,effector of transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pf:  factor"
BSU19100_yobV,107,100,75,130,67,114,56,114,93,120,2083067,2084008,-,chr,BSU19100,yobV,transcriptional regulator,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
BSU19110_yobW,28,21,23,28,19,28,19,23,23,24,2084214,2084759,+,chr,BSU19110,yobW,mother cell-specific membrane sporulation protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15849754, 16850406, 8990290; Product type f: factor"
BSU19120_czrA,217,900,224,969,153,921,182,1132,946,911,2084786,2085109,-,chr,BSU19120,czrA,ArsR family transcriptional regulator,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16430705; Product type r: regulator
BSU19130_yocA,2111,3484,1904,2969,1793,2952,1676,3390,2579,2931,2085303,2085980,+,chr,BSU19130,yocA,transposon-related lytic enzyme,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin"
BSU19140_yozB,1404,1169,1186,905,1110,1178,897,1157,963,1078,2086070,2086606,-,chr,BSU19140,yozB,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU19150_yocB,65,78,64,90,51,101,50,109,72,128,2086743,2087525,-,chr,BSU19150,yocB,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19160_yocC,315,457,239,441,229,425,190,437,390,411,2087696,2088193,+,chr,BSU19160,yocC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19170_yocD,1434,1383,1279,1535,1083,1514,1049,1684,1257,1277,2088257,2089234,+,chr,BSU19170,yocD,carboxypeptidase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19180_des,1302,1112,1038,1019,967,869,719,1171,926,945,2089396,2090454,+,chr,BSU19180,des,fatty acid desaturase,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 12207704, 15247225, 15711796, 16105701; Product type e: enzyme"
BSU19190_desK,281,481,254,509,258,421,229,474,337,429,2090574,2091686,+,chr,BSU19190,desK,two-component sensor histidine kinase DesR,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11285232, 11717295, 12207704, 14734164, 15090506, 15711796; Product type rc : receptor"
BSU19200_desR,156,164,150,136,169,172,131,209,155,166,2091705,2092304,+,chr,BSU19200,desR,two-component response regulator DesK,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 11285232, 11717295, 12207704, 14734164, 15090506, 15711796; Product type r : regulator"
BSU19210_yocH,5497,7479,7077,10288,5648,7687,5295,9331,6818,7182,2092899,2093762,-,chr,BSU19210,yocH,exported cell wall-binding protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 17307850; Product type pf :  factor"
BSU19220_yocI,489,539,508,626,349,728,433,671,518,738,2094010,2095785,-,chr,BSU19220,yocI,ATP-dependent nucleic acid helicase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 11886746; Product type pe :  enzyme"
BSU19230_yocJ,738,1165,374,579,537,975,399,965,1038,1246,2096350,2096976,-,chr,BSU19230,yocJ,azoreductase,FMN-dependent; requires NADH; catalyzes the cleavage of azo bond in aromatic azo compounds
BSU19240_yocK,112,193,115,157,147,183,123,254,182,244,2097126,2097617,-,chr,BSU19240,yocK,general stress protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 10220166; Product type pf :  factor"
BSU19250_yocL,136,139,101,141,111,156,131,176,138,175,2097692,2098024,-,chr,BSU19250,yocL,hypothetical protein,Evidence 5: No homology to any previously reported sequences
BSU19259_yoyB,89,109,95,110,80,84,55,116,92,127,2098102,2098329,+,chr,BSU19259,yoyB,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19260_yocM,157,262,173,287,146,279,95,329,260,305,2098316,2098792,-,chr,BSU19260,yocM,spore coat protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 11150673; Product type ps : structure"
BSU19270_yozN,111,110,111,101,103,102,83,128,90,124,2098859,2099122,+,chr,BSU19270,yozN,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19280_yocN,156,115,159,170,166,149,129,132,133,144,2099127,2099360,+,chr,BSU19280,yocN,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19290_yozO,388,811,389,744,305,869,310,921,726,868,2099446,2099790,-,chr,BSU19290,yozO,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19300_yozC,261,784,213,661,202,817,219,961,744,878,2100147,2100350,-,chr,BSU19300,yozC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19310_dhaS,1632,2061,1765,2102,1353,1976,1283,2293,1791,1904,2100580,2102067,+,chr,BSU19310,dhaS,aldehyde dehydrogenase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19320_sqhC,92,90,148,91,180,93,113,90,72,83,2102168,2104066,+,chr,BSU19320,sqhC,squalene-hopene cyclase,Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; PubMedId: 2253626; Product type e: enzyme
BSU19330_sodF,75,67,124,89,119,87,116,74,47,58,2104056,2104901,+,chr,BSU19330,sodF,superoxide dismutase,Evidence 2b: Function of strongly homologous gene; Product type e: enzyme
BSU19340_yocR,2292,1950,3195,2933,2235,2309,2531,2779,1673,2076,2104934,2106271,-,chr,BSU19340,yocR,sodium-dependent transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
BSU19350_yocS,177,136,9150,6664,2122,1623,5059,4643,789,819,2106490,2107455,+,chr,BSU19350,yocS,sodium-dependent transporter,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pt: transporter"
BSU19360_odhB,11695,17382,13273,20017,10483,18473,9548,23622,17081,19133,2107505,2108758,-,chr,BSU19360,odhB,dihydrolipoamide succinyltransferase,component of 2-oxoglutarate dehydrogenase complex; catalyzes the transfer of succinyl coenzyme A to form succinyl CoA as part of the conversion of 2-oxoglutarate to succinyl-CoA
BSU19370_sucA,26821,31528,29777,36350,23454,34002,22212,39551,29202,33676,2108774,2111608,-,chr,BSU19370,sucA,2-oxoglutarate dehydrogenase E1,SucA; E1 component of the oxoglutarate dehydrogenase complex which catalyzes the formation of succinyl-CoA from 2-oxoglutarate; SucA catalyzes the reaction of 2-oxoglutarate with dihydrolipoamide succinyltransferase-lipoate to form dihydrolipoamide succinyltransferase-succinyldihydrolipoate and carbon dioxide
BSU19380_yojO,2556,3511,1892,2556,2030,3262,1856,3331,3002,3548,2111837,2113753,-,chr,BSU19380,yojO,activator of nitric oxide reductase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pr:  regulator"
BSU19390_yojN,1394,2247,910,1614,1047,2214,972,1876,1772,2000,2113764,2114678,-,chr,BSU19390,yojN,nitric-oxide reductase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15491156; Product type pe :  enzyme"
BSU19400_sodC,37,49,39,54,32,33,33,43,25,35,2114742,2115332,-,chr,BSU19400,sodC,superoxide dismutase (exported lipoprotein),Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15897454; Product type lp: lipoprotein
BSU19410_cwlS,364,475,414,575,309,495,311,577,363,438,2115425,2116669,-,chr,BSU19410,cwlS,peptidoglycan hydrolase,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 16855244; Product type e: enzyme
BSU19420_yojK,248,483,203,339,182,411,206,393,344,397,2117051,2118268,-,chr,BSU19420,yojK,glycosyltransferase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
BSU19430_yojJ,12,5,4,11,10,17,9,8,8,9,2118504,2119127,-,chr,BSU19430,yojJ,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19440_yojI,1277,1013,1100,838,1186,1035,970,937,800,981,2119393,2120751,+,chr,BSU19440,yojI,multidrug efflux protein,NorM; MdtK; functions as a Na(+)/drug antiporter; inactivation in Vibrio cholerae results in susceptibility to fluoroquinolones
BSU19450_rsbRC,838,979,720,1065,661,1227,617,1136,1017,1169,2120767,2121615,+,chr,BSU19450,rsbRC,piezosome protein,"Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 15312768, 15583165, 17158665; Product type f: factor"
BSU19460_yojG,1216,1615,1504,1836,1322,2096,1437,2482,2217,2289,2121641,2122306,-,chr,BSU19460,yojG,deacetylase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15136574; Product type pe :  enzyme"
BSU19470_yojF,581,802,621,926,621,1068,635,1153,940,1032,2122325,2122675,-,chr,BSU19470,yojF,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19479_yoyC,523,999,539,1048,493,1189,547,1301,1151,1242,2122672,2122950,-,chr,BSU19479,yoyC,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19480_yojE,414,322,796,469,753,552,716,621,468,452,2123026,2123922,-,chr,BSU19480,yojE,hypothetical protein,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406; Product type pm: membrane component"
BSU19490_gerT,5,8,3,8,9,3,5,6,3,7,2124021,2124494,+,chr,BSU19490,gerT,spore coat protein,Evidence 1a: Function experimentally demonstrated in the studied strain; PubMedId: 17720779; Product type s: structure
BSU19510_yojB,5,0,4,1,4,0,2,0,0,2,2124529,2124765,-,chr,BSU19510,yojB,hypothetical protein,Evidence 4: Homologs of previously reported genes of unknown function
BSU19520_yojA,24,18,41,14,40,33,33,25,20,27,2124850,2126184,-,chr,BSU19520,yojA,H+/anion permease,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; PubMedId: 15849754, 16850406, 3020045; Product type pt:  transporter"
BSU19530_yodA,75,62,120,117,112,115,92,115,73,98,2126549,2126938,+,chr,BSU19530,yodA,tautomerase,"Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe:  enzyme"
